===== TABLE 1 =====
修订日期 | 版本 | 更改条款及内容 | 修订人
20250526 | 1.0 | 值域代码初版 | 裴卓
20250630 | 1.1 | 添加药品耗材服务项目值域 | 裴卓
20250703 | 1.2 | 修正LY.00.251 | 裴卓
20250725 | 1.3 | 新增：(1)LY.00.303 发生区域、(2)LY.00.304 相关因素类别 | 裴卓
20250806 | 1.4 | 删除值域： CV03.00.302 厨房排风设施类别代码表 CV03.00.303 燃料类型代码 CV03.00.115 饮水类别代码表 CV03.00.304 厕所类别代码表 LY.00.217 居住类型 LY.00.218 主要生活来源 LY.00.94 社会活动类型 LY.00.16 护理照顾情况代码 LY.00.15个人健康状况 LY.00.23 结案原因 LY.00.220 进餐评分代码 LY.00.221 梳洗评分代码 LY.00.222 穿衣评分代码 LY.00.223 活动评分代码 LY.00.219 如厕评分代码 LY.00.134中医保健指导代码 LY.00.171检查症状代码 LY.00.191老年人健康状态代码 LY.00.194老年人生活自理代码 LY.00.74 运动频率代码 LY.00.114 乳腺情况代码 LY.00.113 乳头（左）编码 LY.00.112 阴道代码 LY.00.56 罗音情况代码 LY.00.212 脑血管疾病情况代码 LY.00.121 肾脏疾病情况代码 LY.00.145 心脏疾病情况代码 LY.00.157血管疾病情况代码 LY.00.159 眼部疾病情况代码 LY.00.139 危险因素控制情况代码 LY.00.172 健教形式代码 LY.00.177 接收健康教育人员类别代码 LY.00.151 子宫颈临床表现代码 LY.00.185 附件症状代码 LY.00.169 既往史代码 LY.00.189 个人史代码 LY.00.123 孕产史代码 LY.00.115 胎盘娩出代码 LY.00.116 乳腺增生（左）编码 LY.00.118产时并发症 LY.00.35 健康指导情况代码 LY.00.163 出生情况代码 LY.00.199 家族成员所患疾病类别代码表 LY.00.225 母亲妊娠期间患病情况代码 LY.00.128 指导类型代码 LY.00.226 随访月龄代码 LY.00.168 公卫疾病诊断代码 LY.00.227公卫体弱原因类型代码 LY.00.229 体弱儿随访记录表评估代码 LY.00.170 家庭年人均收入代码 LY.00.230 转归类型代码 LY.00.124 诊断依据代码 LY.00.129 地点类型代码 LY.00.175 接生者类型代码 LY.00.130 死亡分类代码 LY.00.22 诊断级别代码 LY.00.141 未治疗原因代码 LY.00.14 其他心脑血管疾病危险因素代码 LY.00.13 并存的相关疾病代码 LY.00.232 高血压症状编码 LY.00.11 病人来源代码 LY.00.34 症状编码 LY.00.32 就业情况代码 LY.00.33 最近一次治疗效果 LY.00.28 危险行为代码 LY.00.25 失访原因 LY.00.27 危险级别编码 LY.00.122 生产劳动及工作编码 LY.00.29 治疗效果编码 LY.00.30 康复措施编码 LY.00.176 肺结核症状代码 LY.00.24 督导人员选择 LY.00.228 停止治疗原因代码 LY.00.43 疾病代码 LY.00.18 病人所属区域名称 LY.00.21 疾病分类代码 LY.00.8 信息类别名称 LY.00.119 事件等级代码 LY.00.224 医疗卫生机构类别代码 LY.00.10 事件信息来源代码 LY.00.150 主要症状代码 LY.00.7 信息类别 LY.00.44 父亲(母亲、兄弟姐妹、子女)患病代码 LY.00.45 饮酒频率代码 LY.00.127 指标数据来源 LY.00.132 随访次数代码 LY.00.136 特殊情况（左）编码 LY.00.137 体格发育评价代码 LY.00.138 外阴代码 LY.00.140 中医健康问答代码 LY.00.142 肿块（右）编码 LY.00.143 腺体（左）编码 LY.00.148 肿块（右）形状编码 LY.00.149 周围组织（左）编码 LY.00.155 新生儿听力筛查代码 LY.00.158 血流分布（左）编码 LY.00.160 边缘特征（左）编码 LY.00.162 病人处理过程代码 LY.00.164 初步诊断异常代码 LY.00.165 初步诊断印象编码 LY.00.167 从事专业类别代码 LY.00.173 导管内癌组织学特性（亚型）编码 LY.00.174 儿童体检年龄代码 LY.00.178 分泌物代码 LY.00.179 接种部位代码 LY.00.180 分泌物检查代码 LY.00.184 康复措施编码 LY.00.186 抗菌类药品分级 LY.00.187 钙化（左）内容编码 LY.00.188 可疑佝偻病体征代码 LY.00.190 口唇情况代码 LY.00.192 巩膜情况代码 LY.00.193 后方回声特征（左）编码 LY.00.195 累及其他组织情况编码 LY.00.196 患者类别编码 LY.00.197 淋巴管侵犯编码 LY.00.131 医疗卫生机构部门代码 LY.00.111 腺体（右）编码 LY.00.9 事件发生场所代码 LY.00.147 新生儿畸形代码 LY.00.213 皮肤编码 LY.00.214 全家每月总收入编码 LY.00.215 认识来源编码 LY.00.216 乳导管扩张（左）编码 LY.00.219 如厕评分 LY.00.251 肿瘤TNM分期代码 | 裴卓
20251021 | 1.5 | 1、LY.00.238 检查部位代码 (1)添加99-其它值域代码 2、LY.00.273 出入库方式 (1)添加07-退货出库值域代码 (2)添加99-其他出库值域代码 | 
20251129 | 1.6 | 1、新增LY.00.305 分娩方式； 2、新增LY.00.306 手术指征； 3、新增LY.00.307 分娩结局 | 

===== TABLE 2 =====
代码 | 名称 | 说明
22 | 大学本科结业 | 
23 | 大学本科肄业 | 
28 | 大学普通班毕业 | 
30 | 专科教育 | 
31 | 大学专科毕业 | 
32 | 大学专科结业 | 
33 | 大学专科肄业 | 
40 | 中等职业教育 | 
41 | 中等专科毕业 | 
42 | 中等专科结业 | 
43 | 中等专科肄业 | 
44 | 职业高中毕业 | 
45 | 职业高中结业 | 
46 | 职业高中肄业 | 
47 | 技工学校毕业 | 
48 | 技工学校结业 | 
49 | 技工学校肄业 | 
60 | 普通高级中学教育 | 
61 | 普通高中毕业 | 
62 | 普通高中结业 | 
63 | 普通高中肄业 | 
70 | 初级中学教育 | 
71 | 初中毕业 | 
73 | 初中肄业 | 
80 | 小学教育 | 
81 | 小学毕业 | 
83 | 小学肄业 | 
90 | 其他 | 

===== TABLE 8 =====
代码 | 名称 | 说明
1 | 名誉博士 | 
2 | 博士 | 
3 | 硕士 | 
4 | 学士 | 
10 | 高等学校教师 | 
11 | 教授 | 
12 | 副教授 | 
13 | 讲师 | 
14 | 助教 | 
20 | 中等专业学校教师 | 
22 | 高级讲师(中专) | 
23 | 讲师(中专) | 
24 | 助理讲师(中专) | 
25 | 教员(中专) | 
30 | 技工学校教师（讲师） | 
32 | 高级讲师(技校) | 
33 | 讲师(技校) | 
34 | 助理讲师(技校) | 
35 | 教员(技校) | 
40 | 技工学校教师(实习指导) | 
42 | 高级实习指导教师 | 
43 | 一级实习指导教师 | 
44 | 二级实习指导教师 | 
45 | 三级实习指导教师 | 
50 | 中学教师 | 
52 | 高级教师(中学) | 
53 | 一级教师(中学) | 
54 | 二级教师(中学) | 
55 | 三级教师(中学) | 
70 | 实验技术人员 | 
72 | 高级实验师 | 
73 | 实验师 | 
74 | 助理实验师 | 
75 | 实验员 | 
80 | 工程技术人员 | 
82 | 高级工程师 | 
83 | 工程师 | 
84 | 助理工程师 | 
85 | 技术员 | 
90 | 农业技术人员（农艺） | 
91 | 农业技术推广研究员（农艺） | 
92 | 高级农艺师 | 
93 | 农艺师 | 
94 | 助理农艺师 | 
95 | 农业技术员 | 
100 | 农业技术人员（兽医） | 
101 | 农业技术推广研究员（兽医） | 
102 | 高级兽医师 | 
103 | 兽医师 | 
104 | 助理兽医师 | 
105 | 兽医技术员 | 
110 | 农业技术人员（畜牧） | 
111 | 农业技术推广研究员（畜牧） | 
112 | 高级畜牧师 | 
113 | 畜牧师 | 
114 | 助理畜牧师 | 
115 | 畜牧技术员 | 
120 | 经济专业人员 | 
122 | 高级经济师 | 
123 | 经济师 | 
124 | 助理经济师 | 
125 | 经济员 | 
130 | 会计专业人员 | 
132 | 高级会计师 | 
133 | 会计师 | 
134 | 助理会计师 | 
135 | 会计员 | 
140 | 统计专业人员 | 
142 | 高级统计师 | 
143 | 统计师 | 
144 | 助理统计师 | 
145 | 统计员 | 
150 | 出版专业人员（编审） | 
151 | 编审 | 
152 | 副编审 | 
153 | 编辑 | 
154 | 助理编辑 | 
160 | 出版专业人员（编辑） | 
163 | 技术编辑 | 
164 | 助理技术编辑 | 
165 | 技术设计员 | 
170 | 出版专业人员（校对） | 
173 | 一级校对 | 
174 | 二级校对 | 
175 | 三级校对 | 
180 |  | 
181 | 译审 | 
182 | 副译审 | 
183 | 翻译 | 
184 | 助理翻译 | 
190 |  | 
191 | 高级记者 | 
192 | 主任记者 | 
193 | 记者 | 
194 | 助理记者 | 
200 |  | 
201 | 高级编辑 | 
202 | 主任编辑 | 
203 | 编辑 | 
204 | 助理编辑 | 
220 |  | 
221 | 播音指导 | 
222 | 主任播音员 | 
223 | 一级播音员 | 
224 | 二级播音员 | 
225 | 三级播音员 | 
230 |  | 
231 | 主任医师 | 
232 | 副主任医师 | 
233 | 主治医师 | 
234 | 医师 | 
235 | 医士 | 
240 |  | 
241 | 主任药师 | 
242 | 副主任药师 | 
243 | 主管药师 | 
244 | 药师 | 
245 | 药士 | 
250 |  | 
251 | 主任护师 | 
252 | 副主任护师 | 
253 | 主管护师 | 
254 | 护师 | 
255 | 护士 | 
260 |  | 
261 | 主任技师 | 
262 | 副主任技师 | 
263 | 主管技师 | 
264 | 技师 | 
265 | 技士 | 
270 |  | 
272 | 高级工艺美术师 | 
273 | 工艺美术师 | 
274 | 助理工艺美术师 | 
275 | 工艺美术员 | 
280 |  | 
281 | 一级演员 | 
282 | 二级演员 | 
283 | 三级演员 | 
284 | 四级演员 | 
290 |  | 
291 | 一级演奏员 | 
292 | 二级演奏员 | 
293 | 三级演奏员 | 
294 | 四级演奏员 | 
300 |  | 
301 | 一级编剧 | 
302 | 二级编剧 | 
303 | 三级编剧 | 
304 | 四级编剧 | 
310 |  | 
311 | 一级导演 | 
312 | 二级导演 | 
313 | 三级导演 | 
314 | 四级导演 | 
320 |  | 
321 | 一级指挥 | 
322 | 二级指挥 | 
323 | 三级指挥 | 
324 | 四级指挥 | 
330 |  | 
331 | 一级作曲 | 
332 | 二级作曲 | 
333 | 三级作曲 | 
334 | 四级作曲 | 
340 |  | 
341 | 一级美术师 | 
342 | 二级美术师 | 
343 | 三级美术师 | 
344 | 美术员 | 
350 |  | 
351 | 一级舞美设计师 | 
352 | 二级舞美设计师 | 
353 | 三级舞美设计师 | 
354 | 舞美设计员 | 
360 |  | 
362 | 主任舞台技师 | 
363 | 舞台技师 | 
364 | 舞台技术员 | 
370 |  | 
371 | 国家级教练 | 
372 | 高级教练 | 
373 | 一级教练 | 
374 | 二级教练 | 
375 | 三级教练 | 
390 |  | 
391 | 一级律师 | 
392 | 二级律师 | 
393 | 三级律师 | 
394 | 四级律师 | 
395 | 律师助理 | 
400 |  | 
401 | 一级公证员 | 
402 | 二级公证员 | 
403 | 三级公证员 | 
404 | 四级公证员 | 
405 | 公证员助理 | 
410 |  | 
413 | 高级教师(小学) | 
414 | 一级教师(小学) | 
415 | 二级教师(小学) | 
416 | 三级教师(小学) | 
420 |  | 
422 | 高级船长 | 
423 | 船长（大副） | 
424 | 二副 | 
425 | 三副 | 
430 |  | 
432 | 高级轮机长 | 
433 | 轮机长(大管轮) | 
434 | 二管轮 | 
435 | 三管轮 | 
440 |  | 
442 | 高级电机员 | 
443 | 通用电机员(一等电机员) | 
444 | 二等电机员 | 
450 |  | 
452 | 高级报务员 | 
453 | 通用报务员 | 
454 | 二等报务员 | 
455 | 限用报务员 | 
460 |  | 
462 | 一级飞行员 | 
463 | 二级飞行员 | 
464 | 三级飞行员 | 
465 | 四级飞行员 | 
470 |  | 
472 | 一级领航员 | 
473 | 二级领航员 | 
474 | 三级领航员 | 
475 | 四级领航员 | 
480 |  | 
482 | 一级飞行通信员 | 
483 | 二级飞行通信员 | 
484 | 三级飞行通信员 | 
485 | 四级飞行通信员 | 
490 |  | 
492 | 一级飞行机械员 | 
493 | 二级飞行机械员 | 
494 | 三级飞行机械员 | 
495 | 四级飞行机械员 | 
500 |  | 
502 | 高级引航员 | 
503 | 一、二级引航员 | 
504 | 三、四级引航员 | 
610 |  | 
611 | 研究员(自然科学) | 
612 | 副研究员(自然科学) | 
613 | 助理研究员(自然科学) | 
614 | 研究实习员(自然科学) | 
620 |  | 
621 | 研究员(社会科学) | 
622 | 副研究员(社会科学) | 
623 | 助理研究员(社会科学) | 
624 | 研究实习员(社会科学) | 
640 |  | 
641 | 研究馆员（图书） | 
642 | 副研究馆员（图书） | 
643 | 馆员（图书） | 
644 | 助理馆员（图书） | 
645 | 管理员（图书） | 
650 |  | 
651 | 研究馆员（文博） | 
652 | 副研究馆员（文博） | 
653 | 馆员（文博） | 
654 | 助理馆员（文博） | 
655 | 管理员（文博） | 
660 |  | 
661 | 研究馆员（档案） | 
662 | 副研究馆员（档案） | 
663 | 馆员（档案） | 
664 | 助理馆员（档案） | 
665 | 管理员（档案） | 
670 |  | 
671 | 研究馆员（群众文化） | 
672 | 副研究馆员（群众文化） | 
673 | 馆员（群众文化） | 
674 | 助理馆员（群众文化） | 
675 | 管理员（群众文化） | 
680 |  | 
682 | 高级审计师 | 
683 | 审计师 | 
684 | 助理审计师 | 
685 | 审计员 | 
690 |  | 
691 | 主任法医师 | 
692 | 副主任法医师 | 
693 | 主检法医师 | 
694 | 法医师 | 
695 | 法医士 | 
980 |  | 
982 | 高级政工师 | 
983 | 政工师 | 
984 | 助理政工师 | 
985 | 政工员 | 

===== TABLE 9 =====
代码 | 名称 | 说明
1 | 公务员职务级别 | 
101 | 国家级正职 | 
102 | 国家级副职 | 
111 | 省部级正职 | 
112 | 省部级副职 | 
121 | 厅局级正职 | 
122 | 厅局级副职 | 
131 | 县处级正职 | 
132 | 县处级副职 | 
141 | 乡科级正职 | 
142 | 乡科级副职 | 
150 | 科员级 | 
160 | 办事员级 | 
199 | 未定职公务员 | 
2 | 职员级别 | 
211 | 一级职员 | 
212 | 二级职员 | 
221 | 三级职员 | 
222 | 四级职员 | 
231 | 五级职员 | 
232 | 六级职员 | 
241 | 七级职员 | 
242 | 八级职员 | 
250 | 九级职员 | 
260 | 十级职员 | 
299 | 未定级职员 | 
4 | 专业技术职务级别 | 
410 | 高级 | 
411 | 正高级 | 
412 | 副高级 | 
420 | 中级 | 
430 | 初级 | 
434 | 助理级 | 
435 | 员级 | 
499 | 未定职级专业技术人员 | 

===== TABLE 10 =====
代码 | 名称 | 说明
110000 | 北京市 | 
110101 | 东城区 | 
110102 | 西城区 | 
110105 | 朝阳区 | 
110106 | 丰台区 | 
110107 | 石景山区 | 
110108 | 海淀区 | 
110109 | 门头沟区 | 
110111 | 房山区 | 
110112 | 通州区 | 
110113 | 顺义区 | 
110114 | 昌平区 | 
110115 | 大兴区 | 
110116 | 怀柔区 | 
110117 | 平谷区 | 
110118 | 密云区 | 
110119 | 延庆区 | 
120000 | 天津市 | 
120101 | 和平区 | 
120102 | 河东区 | 
120103 | 河西区 | 
120104 | 南开区 | 
120105 | 河北区 | 
120106 | 红桥区 | 
120110 | 东丽区 | 
120111 | 西青区 | 
120112 | 津南区 | 
120113 | 北辰区 | 
120114 | 武清区 | 
120115 | 宝坻区 | 
120116 | 滨海新区 | 
120117 | 宁河区 | 
120118 | 静海区 | 
120119 | 蓟州区 | 
130000 | 河北省 | 
130100 | 石家庄市 | 
130102 | 长安区 | 
130104 | 桥西区 | 
130105 | 新华区 | 
130107 | 井陉矿区 | 
130108 | 裕华区 | 
130109 | 藁城区 | 
130110 | 鹿泉区 | 
130111 | 栾城区 | 
130121 | 井陉县 | 
130123 | 正定县 | 
130125 | 行唐县 | 
130126 | 灵寿县 | 
130127 | 高邑县 | 
130128 | 深泽县 | 
130129 | 赞皇县 | 
130130 | 无极县 | 
130131 | 平山县 | 
130132 | 元氏县 | 
130133 | 赵县 | 
130181 | 辛集市 | 
130183 | 晋州市 | 
130184 | 新乐市 | 
130200 | 唐山市 | 
130202 | 路南区 | 
130203 | 路北区 | 
130204 | 古冶区 | 
130205 | 开平区 | 
130207 | 丰南区 | 
130208 | 丰润区 | 
130209 | 曹妃甸区 | 
130224 | 滦南县 | 
130225 | 乐亭县 | 
130227 | 迁西县 | 
130229 | 玉田县 | 
130281 | 遵化市 | 
130283 | 迁安市 | 
130284 | 滦州市 | 
130300 | 秦皇岛市 | 
130302 | 海港区 | 
130303 | 山海关区 | 
130304 | 北戴河区 | 
130306 | 抚宁区 | 
130321 | 青龙满族自治县 | 
130322 | 昌黎县 | 
130324 | 卢龙县 | 
130400 | 邯郸市 | 
130402 | 邯山区 | 
130403 | 丛台区 | 
130404 | 复兴区 | 
130406 | 峰峰矿区 | 
130407 | 肥乡区 | 
130408 | 永年区 | 
130423 | 临漳县 | 
130424 | 成安县 | 
130425 | 大名县 | 
130426 | 涉县 | 
130427 | 磁县 | 
130430 | 邱县 | 
130431 | 鸡泽县 | 
130432 | 广平县 | 
130433 | 馆陶县 | 
130434 | 魏县 | 
130435 | 曲周县 | 
130481 | 武安市 | 
130500 | 邢台市 | 
130502 | 襄都区 | 
130503 | 信都区 | 
130505 | 任泽区 | 
130506 | 南和区 | 
130522 | 临城县 | 
130523 | 内丘县 | 
130524 | 柏乡县 | 
130525 | 隆尧县 | 
130528 | 宁晋县 | 
130529 | 巨鹿县 | 
130530 | 新河县 | 
130531 | 广宗县 | 
130532 | 平乡县 | 
130533 | 威县 | 
130534 | 清河县 | 
130535 | 临西县 | 
130581 | 南宫市 | 
130582 | 沙河市 | 
130600 | 保定市 | 
130602 | 竞秀区 | 
130606 | 莲池区 | 
130607 | 满城区 | 
130608 | 清苑区 | 
130609 | 徐水区 | 
130623 | 涞水县 | 
130624 | 阜平县 | 
130626 | 定兴县 | 
130627 | 唐县 | 
130628 | 高阳县 | 
130629 | 容城县 | 
130630 | 涞源县 | 
130631 | 望都县 | 
130632 | 安新县 | 
130633 | 易县 | 
130634 | 曲阳县 | 
130635 | 蠡县 | 
130636 | 顺平县 | 
130637 | 博野县 | 
130638 | 雄县 | 
130681 | 涿州市 | 
130682 | 定州市 | 
130683 | 安国市 | 
130684 | 高碑店市 | 
130700 | 张家口市 | 
130702 | 桥东区 | 
130703 | 桥西区 | 
130705 | 宣化区 | 
130706 | 下花园区 | 
130708 | 万全区 | 
130709 | 崇礼区 | 
130722 | 张北县 | 
130723 | 康保县 | 
130724 | 沽源县 | 
130725 | 尚义县 | 
130726 | 蔚县 | 
130727 | 阳原县 | 
130728 | 怀安县 | 
130730 | 怀来县 | 
130731 | 涿鹿县 | 
130732 | 赤城县 | 
130800 | 承德市 | 
130802 | 双桥区 | 
130803 | 双滦区 | 
130804 | 鹰手营子矿区 | 
130821 | 承德县 | 
130822 | 兴隆县 | 
130824 | 滦平县 | 
130825 | 隆化县 | 
130826 | 丰宁满族自治县 | 
130827 | 宽城满族自治县 | 
130828 | 围场满族蒙古族自治县 | 
130881 | 平泉市 | 
130900 | 沧州市 | 
130902 | 新华区 | 
130903 | 运河区 | 
130921 | 沧县 | 
130922 | 青县 | 
130923 | 东光县 | 
130924 | 海兴县 | 
130925 | 盐山县 | 
130926 | 肃宁县 | 
130927 | 南皮县 | 
130928 | 吴桥县 | 
130929 | 献县 | 
130930 | 孟村回族自治县 | 
130981 | 泊头市 | 
130982 | 任丘市 | 
130983 | 黄骅市 | 
130984 | 河间市 | 
131000 | 廊坊市 | 
131002 | 安次区 | 
131003 | 广阳区 | 
131022 | 固安县 | 
131023 | 永清县 | 
131024 | 香河县 | 
131025 | 大城县 | 
131026 | 文安县 | 
131028 | 大厂回族自治县 | 
131081 | 霸州市 | 
131082 | 三河市 | 
131100 | 衡水市 | 
131102 | 桃城区 | 
131103 | 冀州区 | 
131121 | 枣强县 | 
131122 | 武邑县 | 
131123 | 武强县 | 
131124 | 饶阳县 | 
131125 | 安平县 | 
131126 | 故城县 | 
131127 | 景县 | 
131128 | 阜城县 | 
131182 | 深州市 | 
140000 | 山西省 | 
140100 | 太原市 | 
140105 | 小店区 | 
140106 | 迎泽区 | 
140107 | 杏花岭区 | 
140108 | 尖草坪区 | 
140109 | 万柏林区 | 
140110 | 晋源区 | 
140121 | 清徐县 | 
140122 | 阳曲县 | 
140123 | 娄烦县 | 
140181 | 古交市 | 
140200 | 大同市 | 
140212 | 新荣区 | 
140213 | 平城区 | 
140214 | 云冈区 | 
140215 | 云州区 | 
140221 | 阳高县 | 
140222 | 天镇县 | 
140223 | 广灵县 | 
140224 | 灵丘县 | 
140225 | 浑源县 | 
140226 | 左云县 | 
140300 | 阳泉市 | 
140302 | 城区 | 
140303 | 矿区 | 
140311 | 郊区 | 
140321 | 平定县 | 
140322 | 盂县 | 
140400 | 长治市 | 
140403 | 潞州区 | 
140404 | 上党区 | 
140405 | 屯留区 | 
140406 | 潞城区 | 
140423 | 襄垣县 | 
140425 | 平顺县 | 
140426 | 黎城县 | 
140427 | 壶关县 | 
140428 | 长子县 | 
140429 | 武乡县 | 
140430 | 沁县 | 
140431 | 沁源县 | 
140500 | 晋城市 | 
140502 | 城区 | 
140521 | 沁水县 | 
140522 | 阳城县 | 
140524 | 陵川县 | 
140525 | 泽州县 | 
140581 | 高平市 | 
140600 | 朔州市 | 
140602 | 朔城区 | 
140603 | 平鲁区 | 
140621 | 山阴县 | 
140622 | 应县 | 
140623 | 右玉县 | 
140681 | 怀仁市 | 
140700 | 晋中市 | 
140702 | 榆次区 | 
140703 | 太谷区 | 
140721 | 榆社县 | 
140722 | 左权县 | 
140723 | 和顺县 | 
140724 | 昔阳县 | 
140725 | 寿阳县 | 
140727 | 祁县 | 
140728 | 平遥县 | 
140729 | 灵石县 | 
140781 | 介休市 | 
140800 | 运城市 | 
140802 | 盐湖区 | 
140821 | 临猗县 | 
140822 | 万荣县 | 
140823 | 闻喜县 | 
140824 | 稷山县 | 
140825 | 新绛县 | 
140826 | 绛县 | 
140827 | 垣曲县 | 
140828 | 夏县 | 
140829 | 平陆县 | 
140830 | 芮城县 | 
140881 | 永济市 | 
140882 | 河津市 | 
140900 | 忻州市 | 
140902 | 忻府区 | 
140921 | 定襄县 | 
140922 | 五台县 | 
140923 | 代县 | 
140924 | 繁峙县 | 
140925 | 宁武县 | 
140926 | 静乐县 | 
140927 | 神池县 | 
140928 | 五寨县 | 
140929 | 岢岚县 | 
140930 | 河曲县 | 
140931 | 保德县 | 
140932 | 偏关县 | 
140981 | 原平市 | 
141000 | 临汾市 | 
141002 | 尧都区 | 
141021 | 曲沃县 | 
141022 | 翼城县 | 
141023 | 襄汾县 | 
141024 | 洪洞县 | 
141025 | 古县 | 
141026 | 安泽县 | 
141027 | 浮山县 | 
141028 | 吉县 | 
141029 | 乡宁县 | 
141030 | 大宁县 | 
141031 | 隰县 | 
141032 | 永和县 | 
141033 | 蒲县 | 
141034 | 汾西县 | 
141081 | 侯马市 | 
141082 | 霍州市 | 
141100 | 吕梁市 | 
141102 | 离石区 | 
141121 | 文水县 | 
141122 | 交城县 | 
141123 | 兴县 | 
141124 | 临县 | 
141125 | 柳林县 | 
141126 | 石楼县 | 
141127 | 岚县 | 
141128 | 方山县 | 
141129 | 中阳县 | 
141130 | 交口县 | 
141181 | 孝义市 | 
141182 | 汾阳市 | 
150000 | 内蒙古自治区 | 
150100 | 呼和浩特市 | 
150102 | 新城区 | 
150103 | 回民区 | 
150104 | 玉泉区 | 
150105 | 赛罕区 | 
150121 | 土默特左旗 | 
150122 | 托克托县 | 
150123 | 和林格尔县 | 
150124 | 清水河县 | 
150125 | 武川县 | 
150200 | 包头市 | 
150202 | 东河区 | 
150203 | 昆都仑区 | 
150204 | 青山区 | 
150205 | 石拐区 | 
150206 | 白云鄂博矿区 | 
150207 | 九原区 | 
150221 | 土默特右旗 | 
150222 | 固阳县 | 
150223 | 达尔罕茂明安联合旗 | 
150300 | 乌海市 | 
150302 | 海勃湾区 | 
150303 | 海南区 | 
150304 | 乌达区 | 
150400 | 赤峰市 | 
150402 | 红山区 | 
150403 | 元宝山区 | 
150404 | 松山区 | 
150421 | 阿鲁科尔沁旗 | 
150422 | 巴林左旗 | 
150423 | 巴林右旗 | 
150424 | 林西县 | 
150425 | 克什克腾旗 | 
150426 | 翁牛特旗 | 
150428 | 喀喇沁旗 | 
150429 | 宁城县 | 
150430 | 敖汉旗 | 
150500 | 通辽市 | 
150502 | 科尔沁区 | 
150521 | 科尔沁左翼中旗 | 
150522 | 科尔沁左翼后旗 | 
150523 | 开鲁县 | 
150524 | 库伦旗 | 
150525 | 奈曼旗 | 
150526 | 扎鲁特旗 | 
150581 | 霍林郭勒市 | 
150600 | 鄂尔多斯市 | 
150602 | 东胜区 | 
150603 | 康巴什区 | 
150621 | 达拉特旗 | 
150622 | 准格尔旗 | 
150623 | 鄂托克前旗 | 
150624 | 鄂托克旗 | 
150625 | 杭锦旗 | 
150626 | 乌审旗 | 
150627 | 伊金霍洛旗 | 
150700 | 呼伦贝尔市 | 
150702 | 海拉尔区 | 
150703 | 扎赉诺尔区 | 
150721 | 阿荣旗 | 
150722 | 莫力达瓦达斡尔族自治旗 | 
150723 | 鄂伦春自治旗 | 
150724 | 鄂温克族自治旗 | 
150725 | 陈巴尔虎旗 | 
150726 | 新巴尔虎左旗 | 
150727 | 新巴尔虎右旗 | 
150781 | 满洲里市 | 
150782 | 牙克石市 | 
150783 | 扎兰屯市 | 
150784 | 额尔古纳市 | 
150785 | 根河市 | 
150800 | 巴彦淖尔市 | 
150802 | 临河区 | 
150821 | 五原县 | 
150822 | 磴口县 | 
150823 | 乌拉特前旗 | 
150824 | 乌拉特中旗 | 
150825 | 乌拉特后旗 | 
150826 | 杭锦后旗 | 
150900 | 乌兰察布市 | 
150902 | 集宁区 | 
150921 | 卓资县 | 
150922 | 化德县 | 
150923 | 商都县 | 
150924 | 兴和县 | 
150925 | 凉城县 | 
150926 | 察哈尔右翼前旗 | 
150927 | 察哈尔右翼中旗 | 
150928 | 察哈尔右翼后旗 | 
150929 | 四子王旗 | 
150981 | 丰镇市 | 
152200 | 兴安盟 | 
152201 | 乌兰浩特市 | 
152202 | 阿尔山市 | 
152221 | 科尔沁右翼前旗 | 
152222 | 科尔沁右翼中旗 | 
152223 | 扎赉特旗 | 
152224 | 突泉县 | 
152500 | 锡林郭勒盟 | 
152501 | 二连浩特市 | 
152502 | 锡林浩特市 | 
152522 | 阿巴嘎旗 | 
152523 | 苏尼特左旗 | 
152524 | 苏尼特右旗 | 
152525 | 东乌珠穆沁旗 | 
152526 | 西乌珠穆沁旗 | 
152527 | 太仆寺旗 | 
152528 | 镶黄旗 | 
152529 | 正镶白旗 | 
152530 | 正蓝旗 | 
152531 | 多伦县 | 
152900 | 阿拉善盟 | 
152921 | 阿拉善左旗 | 
152922 | 阿拉善右旗 | 
152923 | 额济纳旗 | 
210000 | 辽宁省 | 
210100 | 沈阳市 | 
210102 | 和平区 | 
210103 | 沈河区 | 
210104 | 大东区 | 
210105 | 皇姑区 | 
210106 | 铁西区 | 
210111 | 苏家屯区 | 
210112 | 浑南区 | 
210113 | 沈北新区 | 
210114 | 于洪区 | 
210115 | 辽中区 | 
210123 | 康平县 | 
210124 | 法库县 | 
210181 | 新民市 | 
210200 | 大连市 | 
210202 | 中山区 | 
210203 | 西岗区 | 
210204 | 沙河口区 | 
210211 | 甘井子区 | 
210212 | 旅顺口区 | 
210213 | 金州区 | 
210214 | 普兰店区 | 
210224 | 长海县 | 
210281 | 瓦房店市 | 
210283 | 庄河市 | 
210300 | 鞍山市 | 
210302 | 铁东区 | 
210303 | 铁西区 | 
210304 | 立山区 | 
210311 | 千山区 | 
210321 | 台安县 | 
210323 | 岫岩满族自治县 | 
210381 | 海城市 | 
210400 | 抚顺市 | 
210402 | 新抚区 | 
210403 | 东洲区 | 
210404 | 望花区 | 
210411 | 顺城区 | 
210421 | 抚顺县 | 
210422 | 新宾满族自治县 | 
210423 | 清原满族自治县 | 
210500 | 本溪市 | 
210502 | 平山区 | 
210503 | 溪湖区 | 
210504 | 明山区 | 
210505 | 南芬区 | 
210521 | 本溪满族自治县 | 
210522 | 桓仁满族自治县 | 
210600 | 丹东市 | 
210602 | 元宝区 | 
